year,office,county,party,candidate,electionType,votes
2014,senate,walker,democratic,todd anthony robinson,primary,120
2014,senate,harris,libertarian,amanda c. swafford,general,173
2014,senate,harris,republican,derrick e. grayson,primary,34
2014,senate,harris,republican,j. h. jack kingston,primary,512
2014,senate,harris,republican,paul collins broun,primary,217
2014,senate,harris,republican,arthur a. art gardner,primary,23
2014,senate,harris,republican,j. p. phil gingrey,primary,404
2014,senate,harris,republican,david a. perdue,primary,996
2014,senate,harris,republican,david a. perdue,general,7306
2014,senate,harris,republican,karen c. handel,primary,450
2014,senate,harris,democratic,branko rad radulovacki,primary,34
2014,senate,harris,democratic,o. steen miles,primary,29
2014,senate,harris,democratic,m. michelle nunn,primary,467
2014,senate,harris,democratic,m. michelle nunn,general,2878
2014,senate,harris,democratic,todd anthony robinson,primary,78
2014,senate,ben hill,libertarian,amanda c. swafford,general,65
2014,senate,ben hill,republican,derrick e. grayson,primary,0
2014,senate,ben hill,republican,j. h. jack kingston,primary,318
2014,senate,ben hill,republican,paul collins broun,primary,34
2014,senate,ben hill,republican,arthur a. art gardner,primary,8
2014,senate,ben hill,republican,j. p. phil gingrey,primary,15
2014,senate,ben hill,republican,david a. perdue,primary,135
2014,senate,ben hill,republican,david a. perdue,general,2043
2014,senate,ben hill,republican,karen c. handel,primary,26
2014,senate,ben hill,democratic,branko rad radulovacki,primary,19
2014,senate,ben hill,democratic,o. steen miles,primary,35
2014,senate,ben hill,democratic,m. michelle nunn,primary,233
2014,senate,ben hill,democratic,m. michelle nunn,general,1403
2014,senate,ben hill,democratic,todd anthony robinson,primary,41
2014,senate,jones,libertarian,amanda c. swafford,general,148
2014,senate,jones,republican,derrick e. grayson,primary,11
2014,senate,jones,republican,j. h. jack kingston,primary,605
2014,senate,jones,republican,paul collins broun,primary,87
2014,senate,jones,republican,arthur a. art gardner,primary,17
2014,senate,jones,republican,j. p. phil gingrey,primary,119
2014,senate,jones,republican,david a. perdue,primary,743
2014,senate,jones,republican,david a. perdue,general,4982
2014,senate,jones,republican,karen c. handel,primary,291
2014,senate,jones,democratic,branko rad radulovacki,primary,35
2014,senate,jones,democratic,o. steen miles,primary,56
2014,senate,jones,democratic,m. michelle nunn,primary,954
2014,senate,jones,democratic,m. michelle nunn,general,3018
2014,senate,jones,democratic,todd anthony robinson,primary,101
2014,senate,early,libertarian,amanda c. swafford,general,30
2014,senate,early,republican,derrick e. grayson,primary,3
2014,senate,early,republican,j. h. jack kingston,primary,143
2014,senate,early,republican,paul collins broun,primary,66
2014,senate,early,republican,arthur a. art gardner,primary,7
2014,senate,early,republican,j. p. phil gingrey,primary,15
2014,senate,early,republican,david a. perdue,primary,78
2014,senate,early,republican,david a. perdue,general,1648
2014,senate,early,republican,karen c. handel,primary,39
2014,senate,early,democratic,branko rad radulovacki,primary,40
2014,senate,early,democratic,o. steen miles,primary,33
2014,senate,early,democratic,m. michelle nunn,primary,301
2014,senate,early,democratic,m. michelle nunn,general,1510
2014,senate,early,democratic,todd anthony robinson,primary,129
2014,senate,laurens,libertarian,amanda c. swafford,general,191
2014,senate,laurens,republican,derrick e. grayson,primary,41
2014,senate,laurens,republican,j. h. jack kingston,primary,1411
2014,senate,laurens,republican,paul collins broun,primary,256
2014,senate,laurens,republican,arthur a. art gardner,primary,12
2014,senate,laurens,republican,j. p. phil gingrey,primary,174
2014,senate,laurens,republican,david a. perdue,primary,1359
2014,senate,laurens,republican,david a. perdue,general,7913
2014,senate,laurens,republican,karen c. handel,primary,263
2014,senate,laurens,democratic,branko rad radulovacki,primary,59
2014,senate,laurens,democratic,o. steen miles,primary,115
2014,senate,laurens,democratic,m. michelle nunn,primary,1588
2014,senate,laurens,democratic,m. michelle nunn,general,4877
2014,senate,laurens,democratic,todd anthony robinson,primary,196
2014,senate,wilcox,libertarian,amanda c. swafford,general,23
2014,senate,wilcox,republican,derrick e. grayson,primary,9
2014,senate,wilcox,republican,j. h. jack kingston,primary,311
2014,senate,wilcox,republican,paul collins broun,primary,28
2014,senate,wilcox,republican,arthur a. art gardner,primary,6
2014,senate,wilcox,republican,j. p. phil gingrey,primary,39
2014,senate,wilcox,republican,david a. perdue,primary,235
2014,senate,wilcox,republican,david a. perdue,general,1291
2014,senate,wilcox,republican,karen c. handel,primary,46
2014,senate,wilcox,democratic,branko rad radulovacki,primary,5
2014,senate,wilcox,democratic,o. steen miles,primary,21
2014,senate,wilcox,democratic,m. michelle nunn,primary,125
2014,senate,wilcox,democratic,m. michelle nunn,general,595
2014,senate,wilcox,democratic,todd anthony robinson,primary,25
2014,senate,johnson,libertarian,amanda c. swafford,general,32
2014,senate,johnson,republican,derrick e. grayson,primary,10
2014,senate,johnson,republican,j. h. jack kingston,primary,255
2014,senate,johnson,republican,paul collins broun,primary,122
2014,senate,johnson,republican,arthur a. art gardner,primary,5
2014,senate,johnson,republican,j. p. phil gingrey,primary,26
2014,senate,johnson,republican,david a. perdue,primary,252
2014,senate,johnson,republican,david a. perdue,general,1539
2014,senate,johnson,republican,karen c. handel,primary,45
2014,senate,johnson,democratic,branko rad radulovacki,primary,4
2014,senate,johnson,democratic,o. steen miles,primary,17
2014,senate,johnson,democratic,m. michelle nunn,primary,189
2014,senate,johnson,democratic,m. michelle nunn,general,742
2014,senate,johnson,democratic,todd anthony robinson,primary,30
2014,senate,candler,libertarian,amanda c. swafford,general,36
2014,senate,candler,republican,derrick e. grayson,primary,2
2014,senate,candler,republican,j. h. jack kingston,primary,520
2014,senate,candler,republican,paul collins broun,primary,33
2014,senate,candler,republican,arthur a. art gardner,primary,4
2014,senate,candler,republican,j. p. phil gingrey,primary,7
2014,senate,candler,republican,david a. perdue,primary,55
2014,senate,candler,republican,david a. perdue,general,1458
2014,senate,candler,republican,karen c. handel,primary,48
2014,senate,candler,democratic,branko rad radulovacki,primary,9
2014,senate,candler,democratic,o. steen miles,primary,22
2014,senate,candler,democratic,m. michelle nunn,primary,126
2014,senate,candler,democratic,m. michelle nunn,general,717
2014,senate,candler,democratic,todd anthony robinson,primary,14
2014,senate,baker,libertarian,amanda c. swafford,general,23
2014,senate,baker,republican,derrick e. grayson,primary,0
2014,senate,baker,republican,j. h. jack kingston,primary,84
2014,senate,baker,republican,paul collins broun,primary,6
2014,senate,baker,republican,arthur a. art gardner,primary,3
2014,senate,baker,republican,j. p. phil gingrey,primary,2
2014,senate,baker,republican,david a. perdue,primary,65
2014,senate,baker,republican,david a. perdue,general,484
2014,senate,baker,republican,karen c. handel,primary,24
2014,senate,baker,democratic,branko rad radulovacki,primary,10
2014,senate,baker,democratic,o. steen miles,primary,13
2014,senate,baker,democratic,m. michelle nunn,primary,153
2014,senate,baker,democratic,m. michelle nunn,general,487
2014,senate,baker,democratic,todd anthony robinson,primary,29
2014,senate,irwin,libertarian,amanda c. swafford,general,43
2014,senate,irwin,republican,derrick e. grayson,primary,5
2014,senate,irwin,republican,j. h. jack kingston,primary,411
2014,senate,irwin,republican,paul collins broun,primary,54
2014,senate,irwin,republican,arthur a. art gardner,primary,3
2014,senate,irwin,republican,j. p. phil gingrey,primary,12
2014,senate,irwin,republican,david a. perdue,primary,141
2014,senate,irwin,republican,david a. perdue,general,1604
2014,senate,irwin,republican,karen c. handel,primary,33
2014,senate,irwin,democratic,branko rad radulovacki,primary,11
2014,senate,irwin,democratic,o. steen miles,primary,30
2014,senate,irwin,democratic,m. michelle nunn,primary,184
2014,senate,irwin,democratic,m. michelle nunn,general,689
2014,senate,irwin,democratic,todd anthony robinson,primary,30
2014,senate,emanuel,libertarian,amanda c. swafford,general,90
2014,senate,emanuel,republican,derrick e. grayson,primary,10
2014,senate,emanuel,republican,j. h. jack kingston,primary,1059
2014,senate,emanuel,republican,paul collins broun,primary,71
2014,senate,emanuel,republican,arthur a. art gardner,primary,8
2014,senate,emanuel,republican,j. p. phil gingrey,primary,79
2014,senate,emanuel,republican,david a. perdue,primary,256
2014,senate,emanuel,republican,david a. perdue,general,3216
2014,senate,emanuel,republican,karen c. handel,primary,107
2014,senate,emanuel,democratic,branko rad radulovacki,primary,32
2014,senate,emanuel,democratic,o. steen miles,primary,27
2014,senate,emanuel,democratic,m. michelle nunn,primary,377
2014,senate,emanuel,democratic,m. michelle nunn,general,1694
2014,senate,emanuel,democratic,todd anthony robinson,primary,93
2014,senate,elbert,libertarian,amanda c. swafford,general,64
2014,senate,elbert,republican,derrick e. grayson,primary,9
2014,senate,elbert,republican,j. h. jack kingston,primary,213
2014,senate,elbert,republican,paul collins broun,primary,496
2014,senate,elbert,republican,arthur a. art gardner,primary,11
2014,senate,elbert,republican,j. p. phil gingrey,primary,100
2014,senate,elbert,republican,david a. perdue,primary,195
2014,senate,elbert,republican,david a. perdue,general,2975
2014,senate,elbert,republican,karen c. handel,primary,139
2014,senate,elbert,democratic,branko rad radulovacki,primary,20
2014,senate,elbert,democratic,o. steen miles,primary,28
2014,senate,elbert,democratic,m. michelle nunn,primary,289
2014,senate,elbert,democratic,m. michelle nunn,general,1698
2014,senate,elbert,democratic,todd anthony robinson,primary,48
2014,senate,floyd,libertarian,amanda c. swafford,general,607
2014,senate,floyd,republican,derrick e. grayson,primary,50
2014,senate,floyd,republican,j. h. jack kingston,primary,984
2014,senate,floyd,republican,paul collins broun,primary,314
2014,senate,floyd,republican,arthur a. art gardner,primary,42
2014,senate,floyd,republican,j. p. phil gingrey,primary,2798
2014,senate,floyd,republican,david a. perdue,primary,1641
2014,senate,floyd,republican,david a. perdue,general,13902
2014,senate,floyd,republican,karen c. handel,primary,937
2014,senate,floyd,democratic,branko rad radulovacki,primary,47
2014,senate,floyd,democratic,o. steen miles,primary,95
2014,senate,floyd,democratic,m. michelle nunn,primary,1290
2014,senate,floyd,democratic,m. michelle nunn,general,6448
2014,senate,floyd,democratic,todd anthony robinson,primary,91
2014,senate,banks,libertarian,amanda c. swafford,general,110
2014,senate,banks,republican,derrick e. grayson,primary,16
2014,senate,banks,republican,j. h. jack kingston,primary,233
2014,senate,banks,republican,paul collins broun,primary,620
2014,senate,banks,republican,arthur a. art gardner,primary,17
2014,senate,banks,republican,j. p. phil gingrey,primary,148
2014,senate,banks,republican,david a. perdue,primary,599
2014,senate,banks,republican,david a. perdue,general,3591
2014,senate,banks,republican,karen c. handel,primary,276
2014,senate,banks,democratic,branko rad radulovacki,primary,5
2014,senate,banks,democratic,o. steen miles,primary,1
2014,senate,banks,democratic,m. michelle nunn,primary,92
2014,senate,banks,democratic,m. michelle nunn,general,623
2014,senate,banks,democratic,todd anthony robinson,primary,4
2014,senate,stewart,libertarian,amanda c. swafford,general,21
2014,senate,stewart,republican,derrick e. grayson,primary,2
2014,senate,stewart,republican,j. h. jack kingston,primary,27
2014,senate,stewart,republican,paul collins broun,primary,4
2014,senate,stewart,republican,arthur a. art gardner,primary,3
2014,senate,stewart,republican,j. p. phil gingrey,primary,3
2014,senate,stewart,republican,david a. perdue,primary,65
2014,senate,stewart,republican,david a. perdue,general,475
2014,senate,stewart,republican,karen c. handel,primary,12
2014,senate,stewart,democratic,branko rad radulovacki,primary,13
2014,senate,stewart,democratic,o. steen miles,primary,31
2014,senate,stewart,democratic,m. michelle nunn,primary,242
2014,senate,stewart,democratic,m. michelle nunn,general,736
2014,senate,stewart,democratic,todd anthony robinson,primary,134
2014,senate,paulding,libertarian,amanda c. swafford,general,929
2014,senate,paulding,republican,derrick e. grayson,primary,90
2014,senate,paulding,republican,j. h. jack kingston,primary,1109
2014,senate,paulding,republican,paul collins broun,primary,541
2014,senate,paulding,republican,arthur a. art gardner,primary,57
2014,senate,paulding,republican,j. p. phil gingrey,primary,2089
2014,senate,paulding,republican,david a. perdue,primary,2651
2014,senate,paulding,republican,david a. perdue,general,25068
2014,senate,paulding,republican,karen c. handel,primary,2302
2014,senate,paulding,democratic,branko rad radulovacki,primary,52
2014,senate,paulding,democratic,o. steen miles,primary,142
2014,senate,paulding,democratic,m. michelle nunn,primary,1239
2014,senate,paulding,democratic,m. michelle nunn,general,10494
2014,senate,paulding,democratic,todd anthony robinson,primary,124
2016,senate,,libertarian,allen buckley,general,162260
2016,senate,,republican,derrick grayson,primary,69101
2016,senate,,republican,mary kay bacallao,primary,60898
2016,senate,,republican,johnny isakson (i),primary,447661
2016,senate,,republican,johnny isakson (i),general,2135806
2016,senate,,democratic,jim barksdale,primary,166627
2016,senate,,democratic,jim barksdale,general,1599726
2016,senate,,democratic,john f coyne iii,primary,12604
2016,senate,,democratic,cheryl copeland,primary,130822
2016,senate,houston,libertarian,allen buckley,general,2063
2016,senate,houston,republican,derrick grayson,primary,488
2016,senate,houston,republican,mary kay bacallao,primary,545
2016,senate,houston,republican,johnny isakson (i),primary,5116
2016,senate,houston,republican,johnny isakson (i),general,35289
2016,senate,houston,democratic,jim barksdale,primary,1129
2016,senate,houston,democratic,jim barksdale,general,19191
2016,senate,houston,democratic,john f coyne iii,primary,56
2016,senate,houston,democratic,cheryl copeland,primary,1008
2016,senate,madison,libertarian,allen buckley,general,441
2016,senate,madison,republican,derrick grayson,primary,618
2016,senate,madison,republican,mary kay bacallao,primary,402
2016,senate,madison,republican,johnny isakson (i),primary,3536
2016,senate,madison,republican,johnny isakson (i),general,8828
2016,senate,madison,democratic,jim barksdale,primary,123
2016,senate,madison,democratic,jim barksdale,general,2164
2016,senate,madison,democratic,john f coyne iii,primary,17
2016,senate,madison,democratic,cheryl copeland,primary,136
2016,senate,whitfield,libertarian,allen buckley,general,1381
2016,senate,whitfield,republican,derrick grayson,primary,1408
2016,senate,whitfield,republican,mary kay bacallao,primary,1186
2016,senate,whitfield,republican,johnny isakson (i),primary,5966
2016,senate,whitfield,republican,johnny isakson (i),general,19808
2016,senate,whitfield,democratic,jim barksdale,primary,299
2016,senate,whitfield,democratic,jim barksdale,general,6763
2016,senate,whitfield,democratic,john f coyne iii,primary,49
2016,senate,whitfield,democratic,cheryl copeland,primary,479
2016,senate,stephens,libertarian,allen buckley,general,346
2016,senate,stephens,republican,derrick grayson,primary,479
2016,senate,stephens,republican,mary kay bacallao,primary,339
2016,senate,stephens,republican,johnny isakson (i),primary,2796
2016,senate,stephens,republican,johnny isakson (i),general,7284
2016,senate,stephens,democratic,jim barksdale,primary,101
2016,senate,stephens,democratic,jim barksdale,general,1548
2016,senate,stephens,democratic,john f coyne iii,primary,15
2016,senate,stephens,democratic,cheryl copeland,primary,75
2016,senate,newton,libertarian,allen buckley,general,1401
2016,senate,newton,republican,derrick grayson,primary,644
2016,senate,newton,republican,mary kay bacallao,primary,522
2016,senate,newton,republican,johnny isakson (i),primary,4144
2016,senate,newton,republican,johnny isakson (i),general,20584
2016,senate,newton,democratic,jim barksdale,primary,1957
2016,senate,newton,democratic,jim barksdale,general,19851
2016,senate,newton,democratic,john f coyne iii,primary,82
2016,senate,newton,democratic,cheryl copeland,primary,1533
2016,senate,thomas,libertarian,allen buckley,general,526
2016,senate,thomas,republican,derrick grayson,primary,134
2016,senate,thomas,republican,mary kay bacallao,primary,311
2016,senate,thomas,republican,johnny isakson (i),primary,1080
2016,senate,thomas,republican,johnny isakson (i),general,10823
2016,senate,thomas,democratic,jim barksdale,primary,289
2016,senate,thomas,democratic,jim barksdale,general,6002
2016,senate,thomas,democratic,john f coyne iii,primary,32
2016,senate,thomas,democratic,cheryl copeland,primary,609
2016,senate,murray,libertarian,allen buckley,general,453
2016,senate,murray,republican,derrick grayson,primary,1157
2016,senate,murray,republican,mary kay bacallao,primary,591
2016,senate,murray,republican,johnny isakson (i),primary,3328
2016,senate,murray,republican,johnny isakson (i),general,8922
2016,senate,murray,democratic,jim barksdale,primary,82
2016,senate,murray,democratic,jim barksdale,general,1741
2016,senate,murray,democratic,john f coyne iii,primary,9
2016,senate,murray,democratic,cheryl copeland,primary,77
2016,senate,talbot,libertarian,allen buckley,general,97
2016,senate,talbot,republican,derrick grayson,primary,16
2016,senate,talbot,republican,mary kay bacallao,primary,15
2016,senate,talbot,republican,johnny isakson (i),primary,116
2016,senate,talbot,republican,johnny isakson (i),general,1228
2016,senate,talbot,democratic,jim barksdale,primary,318
2016,senate,talbot,democratic,jim barksdale,general,1639
2016,senate,talbot,democratic,john f coyne iii,primary,34
2016,senate,talbot,democratic,cheryl copeland,primary,363
2016,senate,marion,libertarian,allen buckley,general,77
2016,senate,marion,republican,derrick grayson,primary,99
2016,senate,marion,republican,mary kay bacallao,primary,65
2016,senate,marion,republican,johnny isakson (i),primary,611
2016,senate,marion,republican,johnny isakson (i),general,1845
2016,senate,marion,democratic,jim barksdale,primary,203
2016,senate,marion,democratic,jim barksdale,general,1033
2016,senate,marion,democratic,john f coyne iii,primary,22
2016,senate,marion,democratic,cheryl copeland,primary,169
2016,senate,liberty,libertarian,allen buckley,general,574
2016,senate,liberty,republican,derrick grayson,primary,52
2016,senate,liberty,republican,mary kay bacallao,primary,58
2016,senate,liberty,republican,johnny isakson (i),primary,352
2016,senate,liberty,republican,johnny isakson (i),general,6497
2016,senate,liberty,democratic,jim barksdale,primary,1404
2016,senate,liberty,democratic,jim barksdale,general,8147
2016,senate,liberty,democratic,john f coyne iii,primary,189
2016,senate,liberty,democratic,cheryl copeland,primary,1447
2016,senate,schley,libertarian,allen buckley,general,38
2016,senate,schley,republican,derrick grayson,primary,106
2016,senate,schley,republican,mary kay bacallao,primary,74
2016,senate,schley,republican,johnny isakson (i),primary,707
2016,senate,schley,republican,johnny isakson (i),general,1445
2016,senate,schley,democratic,jim barksdale,primary,44
2016,senate,schley,democratic,jim barksdale,general,345
2016,senate,schley,democratic,john f coyne iii,primary,6
2016,senate,schley,democratic,cheryl copeland,primary,33
2016,senate,baldwin,libertarian,allen buckley,general,464
2016,senate,baldwin,republican,derrick grayson,primary,240
2016,senate,baldwin,republican,mary kay bacallao,primary,214
2016,senate,baldwin,republican,johnny isakson (i),primary,2656
2016,senate,baldwin,republican,johnny isakson (i),general,7796
2016,senate,baldwin,democratic,jim barksdale,primary,1136
2016,senate,baldwin,democratic,jim barksdale,general,6787
2016,senate,baldwin,democratic,john f coyne iii,primary,51
2016,senate,baldwin,democratic,cheryl copeland,primary,912
2016,senate,warren,libertarian,allen buckley,general,45
2016,senate,warren,republican,derrick grayson,primary,6
2016,senate,warren,republican,mary kay bacallao,primary,9
2016,senate,warren,republican,johnny isakson (i),primary,85
2016,senate,warren,republican,johnny isakson (i),general,993
2016,senate,warren,democratic,jim barksdale,primary,347
2016,senate,warren,democratic,jim barksdale,general,1110
2016,senate,warren,democratic,john f coyne iii,primary,32
2016,senate,warren,democratic,cheryl copeland,primary,240
2016,senate,sumter,libertarian,allen buckley,general,197
2016,senate,sumter,republican,derrick grayson,primary,251
2016,senate,sumter,republican,mary kay bacallao,primary,246
2016,senate,sumter,republican,johnny isakson (i),primary,2758
2016,senate,sumter,republican,johnny isakson (i),general,5418
2016,senate,sumter,democratic,jim barksdale,primary,827
2016,senate,sumter,democratic,jim barksdale,general,4876
2016,senate,sumter,democratic,john f coyne iii,primary,40
2016,senate,sumter,democratic,cheryl copeland,primary,818
2016,senate,colquitt,libertarian,allen buckley,general,337
2016,senate,colquitt,republican,derrick grayson,primary,474
2016,senate,colquitt,republican,mary kay bacallao,primary,361
2016,senate,colquitt,republican,johnny isakson (i),primary,3429
2016,senate,colquitt,republican,johnny isakson (i),general,9618
2016,senate,colquitt,democratic,jim barksdale,primary,114
2016,senate,colquitt,democratic,jim barksdale,general,2726
2016,senate,colquitt,democratic,john f coyne iii,primary,9
2016,senate,colquitt,democratic,cheryl copeland,primary,109
2016,senate,wayne,libertarian,allen buckley,general,287
2016,senate,wayne,republican,derrick grayson,primary,597
2016,senate,wayne,republican,mary kay bacallao,primary,350
2016,senate,wayne,republican,johnny isakson (i),primary,3372
2016,senate,wayne,republican,johnny isakson (i),general,7686
2016,senate,wayne,democratic,jim barksdale,primary,88
2016,senate,wayne,democratic,jim barksdale,general,1705
2016,senate,wayne,democratic,john f coyne iii,primary,10
2016,senate,wayne,democratic,cheryl copeland,primary,141
2016,senate,pickens,libertarian,allen buckley,general,673
2016,senate,pickens,republican,derrick grayson,primary,485
2016,senate,pickens,republican,mary kay bacallao,primary,502
2016,senate,pickens,republican,johnny isakson (i),primary,2899
2016,senate,pickens,republican,johnny isakson (i),general,11001
2016,senate,pickens,democratic,jim barksdale,primary,91
2016,senate,pickens,democratic,jim barksdale,general,1739
2016,senate,pickens,democratic,john f coyne iii,primary,3
2016,senate,pickens,democratic,cheryl copeland,primary,55
2016,senate,taliaferro,libertarian,allen buckley,general,14
2016,senate,taliaferro,republican,derrick grayson,primary,2
2016,senate,taliaferro,republican,mary kay bacallao,primary,1
2016,senate,taliaferro,republican,johnny isakson (i),primary,18
2016,senate,taliaferro,republican,johnny isakson (i),general,341
2016,senate,taliaferro,democratic,jim barksdale,primary,208
2016,senate,taliaferro,democratic,jim barksdale,general,443
2016,senate,taliaferro,democratic,john f coyne iii,primary,24
2016,senate,taliaferro,democratic,cheryl copeland,primary,128
2016,senate,worth,libertarian,allen buckley,general,160
2016,senate,worth,republican,derrick grayson,primary,305
2016,senate,worth,republican,mary kay bacallao,primary,186
2016,senate,worth,republican,johnny isakson (i),primary,2248
2016,senate,worth,republican,johnny isakson (i),general,5884
2016,senate,worth,democratic,jim barksdale,primary,353
2016,senate,worth,democratic,jim barksdale,general,1839
2016,senate,worth,democratic,john f coyne iii,primary,17
2016,senate,worth,democratic,cheryl copeland,primary,180
2016,senate,putnam,libertarian,allen buckley,general,277
2016,senate,putnam,republican,derrick grayson,primary,333
2016,senate,putnam,republican,mary kay bacallao,primary,357
2016,senate,putnam,republican,johnny isakson (i),primary,2811
2016,senate,putnam,republican,johnny isakson (i),general,6435
2016,senate,putnam,democratic,jim barksdale,primary,182
2016,senate,putnam,democratic,jim barksdale,general,2334
2016,senate,putnam,democratic,john f coyne iii,primary,13
2016,senate,putnam,democratic,cheryl copeland,primary,197
2016,senate,dodge,libertarian,allen buckley,general,172
2016,senate,dodge,republican,derrick grayson,primary,194
2016,senate,dodge,republican,mary kay bacallao,primary,144
2016,senate,dodge,republican,johnny isakson (i),primary,1469
2016,senate,dodge,republican,johnny isakson (i),general,4766
2016,senate,dodge,democratic,jim barksdale,primary,506
2016,senate,dodge,democratic,jim barksdale,general,1441
2016,senate,dodge,democratic,john f coyne iii,primary,66
2016,senate,dodge,democratic,cheryl copeland,primary,308
2016,senate,coffee,libertarian,allen buckley,general,361
2016,senate,coffee,republican,derrick grayson,primary,551
2016,senate,coffee,republican,mary kay bacallao,primary,305
2016,senate,coffee,republican,johnny isakson (i),primary,2669
2016,senate,coffee,republican,johnny isakson (i),general,8883
2016,senate,coffee,democratic,jim barksdale,primary,449
2016,senate,coffee,democratic,jim barksdale,general,3494
2016,senate,coffee,democratic,john f coyne iii,primary,74
2016,senate,coffee,democratic,cheryl copeland,primary,441
2016,senate,rabun,libertarian,allen buckley,general,330
2016,senate,rabun,republican,derrick grayson,primary,604
2016,senate,rabun,republican,mary kay bacallao,primary,473
2016,senate,rabun,republican,johnny isakson (i),primary,3070
2016,senate,rabun,republican,johnny isakson (i),general,5977
2016,senate,rabun,democratic,jim barksdale,primary,78
2016,senate,rabun,democratic,jim barksdale,general,1256
2016,senate,rabun,democratic,john f coyne iii,primary,9
2016,senate,rabun,democratic,cheryl copeland,primary,98
2016,senate,washington,libertarian,allen buckley,general,107
2016,senate,washington,republican,derrick grayson,primary,50
2016,senate,washington,republican,mary kay bacallao,primary,47
2016,senate,washington,republican,johnny isakson (i),primary,383
2016,senate,washington,republican,johnny isakson (i),general,4092
2016,senate,washington,democratic,jim barksdale,primary,2100
2016,senate,washington,democratic,jim barksdale,general,3608
2016,senate,washington,democratic,john f coyne iii,primary,108
2016,senate,washington,democratic,cheryl copeland,primary,805
2016,senate,lumpkin,libertarian,allen buckley,general,772
2016,senate,lumpkin,republican,derrick grayson,primary,615
2016,senate,lumpkin,republican,mary kay bacallao,primary,474
2016,senate,lumpkin,republican,johnny isakson (i),primary,2615
2016,senate,lumpkin,republican,johnny isakson (i),general,9197
2016,senate,lumpkin,democratic,jim barksdale,primary,118
2016,senate,lumpkin,democratic,jim barksdale,general,1955
2016,senate,lumpkin,democratic,john f coyne iii,primary,3
2016,senate,lumpkin,democratic,cheryl copeland,primary,82
2016,senate,bleckley,libertarian,allen buckley,general,147
2016,senate,bleckley,republican,derrick grayson,primary,251
2016,senate,bleckley,republican,mary kay bacallao,primary,165
2016,senate,bleckley,republican,johnny isakson (i),primary,2077
2016,senate,bleckley,republican,johnny isakson (i),general,3698
2016,senate,bleckley,democratic,jim barksdale,primary,63
2016,senate,bleckley,democratic,jim barksdale,general,923
2016,senate,bleckley,democratic,john f coyne iii,primary,8
2016,senate,bleckley,democratic,cheryl copeland,primary,104
2016,senate,gwinnett,libertarian,allen buckley,general,15360
2016,senate,gwinnett,republican,derrick grayson,primary,2553
2016,senate,gwinnett,republican,mary kay bacallao,primary,2424
2016,senate,gwinnett,republican,johnny isakson (i),primary,17170
2016,senate,gwinnett,republican,johnny isakson (i),general,154572
2016,senate,gwinnett,democratic,jim barksdale,primary,4989
2016,senate,gwinnett,democratic,jim barksdale,general,141141
2016,senate,gwinnett,democratic,john f coyne iii,primary,332
2016,senate,gwinnett,democratic,cheryl copeland,primary,3914
2016,senate,cook,libertarian,allen buckley,general,187
2016,senate,cook,republican,derrick grayson,primary,88
2016,senate,cook,republican,mary kay bacallao,primary,80
2016,senate,cook,republican,johnny isakson (i),primary,669
2016,senate,cook,republican,johnny isakson (i),general,4045
2016,senate,cook,democratic,jim barksdale,primary,416
2016,senate,cook,democratic,jim barksdale,general,1462
2016,senate,cook,democratic,john f coyne iii,primary,56
2016,senate,cook,democratic,cheryl copeland,primary,310
2016,senate,chattahoochee,libertarian,allen buckley,general,62
2016,senate,chattahoochee,republican,derrick grayson,primary,5
2016,senate,chattahoochee,republican,mary kay bacallao,primary,1
2016,senate,chattahoochee,republican,johnny isakson (i),primary,16
2016,senate,chattahoochee,republican,johnny isakson (i),general,700
2016,senate,chattahoochee,democratic,jim barksdale,primary,191
2016,senate,chattahoochee,democratic,jim barksdale,general,508
2016,senate,chattahoochee,democratic,john f coyne iii,primary,43
2016,senate,chattahoochee,democratic,cheryl copeland,primary,222
2016,senate,hall,libertarian,allen buckley,general,3547
2016,senate,hall,republican,derrick grayson,primary,1859
2016,senate,hall,republican,mary kay bacallao,primary,1391
2016,senate,hall,republican,johnny isakson (i),primary,8350
2016,senate,hall,republican,johnny isakson (i),general,50124
2016,senate,hall,democratic,jim barksdale,primary,644
2016,senate,hall,democratic,jim barksdale,general,13602
2016,senate,hall,democratic,john f coyne iii,primary,46
2016,senate,hall,democratic,cheryl copeland,primary,333
2016,senate,barrow,libertarian,allen buckley,general,1608
2016,senate,barrow,republican,derrick grayson,primary,598
2016,senate,barrow,republican,mary kay bacallao,primary,459
2016,senate,barrow,republican,johnny isakson (i),primary,3923
2016,senate,barrow,republican,johnny isakson (i),general,20281
2016,senate,barrow,democratic,jim barksdale,primary,188
2016,senate,barrow,democratic,jim barksdale,general,5691
2016,senate,barrow,democratic,john f coyne iii,primary,17
2016,senate,barrow,democratic,cheryl copeland,primary,131
2016,senate,bryan,libertarian,allen buckley,general,655
2016,senate,bryan,republican,derrick grayson,primary,394
2016,senate,bryan,republican,mary kay bacallao,primary,390
2016,senate,bryan,republican,johnny isakson (i),primary,2714
2016,senate,bryan,republican,johnny isakson (i),general,10488
2016,senate,bryan,democratic,jim barksdale,primary,103
2016,senate,bryan,democratic,jim barksdale,general,3216
2016,senate,bryan,democratic,john f coyne iii,primary,3
2016,senate,bryan,democratic,cheryl copeland,primary,95
2016,senate,lincoln,libertarian,allen buckley,general,95
2016,senate,lincoln,republican,derrick grayson,primary,109
2016,senate,lincoln,republican,mary kay bacallao,primary,62
